review,sentiment
"Oh my God, I was so expecting something more entertaining than this when I downloaded this movie, seeing as 1903 was one of my fave years for movies ever, but it sucked! The ""plot"", although I'd hesitate to call it that, is about some dumb elephant. It slowly makes its way onto some platform and gets electrocuted to death. Lame. Even for a short film, the plot was too thin to keep my attention. Edison is, like, the worst director ever. Plus, the elephant has no screen presence whatsoever. And the ending? Wow, that wasn't predictable at all. *sarcasm*<br /><br />The picture quality is horrible too. You can barely tell what's going on most of the time. The only positive thing about this movie is that unlike most other un-scary horror flicks this didn't spawn eleven sequels. Other than that this is a complete waste of money and 1 minute of your life you'll never get back.",negative
"As a low budget enterprise in which the filmmakers themselves are manufacturing and distributing the DVDs themselves, we perhaps shouldn't expect too much from Broken in disc form. And yet what's most remarkable about this whole achievement is the fact that this release comes with enough extras to shame a James Cameron DVD and a decidedly fine presentation.<br /><br />With regards to the latter, the only major flaw is that Broken comes with a non-anamorphic transfer. Otherwise we get the film in its original 1.85:1 ratio, demonstrating no technical flaws and looking pretty much as should be expected. Indeed, given Ferrari's hands on approach in putting this disc together you can pretty much guarantee such a fact.<br /><br />The same is also true of the soundtrack. Here we are offered both DD2.0 and DD5.1 mixes and whilst I'm uncertain as to which should be deemed the ""original"", the fact that Ferrari had an involvement in both means neither should be considered as inferior. Indeed, though the DD5.1 may offer a more atmosphere viewing experience owing to the manner in which it utilises the score, both are equally fine and free of technical flaws.<br /><br />As for extras the disc is positively overwhelmed by them. Take a look at the sidebar on the right of the screen and you'll notice numerous commentaries, loads of featurettes and various galleries. Indeed, given the manner in which everything has been broken down into minute chunks rather than compiled into a lengthy documentary, there really is little to discuss. The 'Anatomy of a Stunt' featurette, for example, is exactly what it claims to be, and the same goes for the rest of pieces. As such we get coverage on pretty much ever aspect of Broken's pre-production, production and post-production. And whilst it may have been preferable to find them in a more easily digestible overall 'making of', in this manner we do get easy access to whatever special feature we may wish to view.<br /><br />Of the various pieces, then, it is perhaps only the commentaries which need any kind of discussion. Then again, there's also a predictable air to each of the chat tracks. The one involving the actors is overly jokey and doesn't take the film too seriously. Ferrari's pieces are incredibly enthusiastic about the whole thing. And the technical ones are, well, extremely technical. Of course, we also get some crossover with what's been covered elsewhere on the discs, but at only 19 minutes none of these pieces outstay their welcome. Indeed, all in all, a fine extras package.",positive
"This movie features an o.k. score and a not bad performance by David Muir as Dr. Hackenstein. The beginning and end credits show along with the most of the actors and the ""special effects"" that this is a low budget movie. There is nothing in this movie that you could not find in other mad scientist, horror/comedy, or low budget movies. Not special for any nude scene buffs or bad movie lovers either. This movie is simply here. Anne Ramsey and Phillis Diller are nothing to get excited about as well. If you are curious as I was and can actually find this, you will realize the truth of the one line summary.",negative
"Gordon Parks, the prolific black Life magazine photographer, made a true ticking-timebomb of a movie here - one that does not mess around! Based upon the true story of two NYC cops - later dubbed Batman and Robin - who singlehandedly employed radical tactics to clean up their precinct neighborhood of drugs, this is a cop-buddy movie before that term became a repetitive formula. Lightning paced, there is not one unimportant throwaway scene here.<br /><br />Man, early '70s NYC must have been a terrible place to be a police officer, from the looks of movies like this and ""Serpico."" These two cops start out as safety-division rookies, busting dealers in plainclothes in their spare time. But instead of receiving applause from the city police department, they receive nothing but resistance and antagonism from their peers. They have to singlehandedly navigate a minefield of police and legal corruption, boneheaded assignments meant to keep them from their work on the streets, ruthless drug kingpins, and a nasty ghetto neighborhood.<br /><br />Both David Selby and Ron Leibman are fantastic in the leads; part of the entertainment is watching Leibman's eyes darting around crazily in every scene in what is a flawless comic performance, and Selby's acting is low-key and wry. These two make all the comedy aspects of the story work - displaying a palpable frustration mixed with gutsy determination. Director Parks, who was already known for his coverage of controversial subjects in his photography, does not shy away from the grittiness of the story. Rather, the movie is uncompromising in portrayal of the toughness of the world of police and streets criminals that these two men inhabit. Adding to this realism is the fact that the real Hantz and Greenberg acted as technical advisors for the film, and even appear in surreal cameo roles as two fellow officers who ridicule the protagonists. It is a real tribute to the effectiveness of Parks' direction that he manages to perfectly balance this depressing mileu with bright comedy.<br /><br />Why has MGM/UA let this sit on the shelf for 30 years - barely giving it a home video or DVD release in the U.S? It is a minor masterpiece from the 1970s.",positive
"OK, it was a ""risky"" move to rent this flick, but I thought I had nothing to lose.Well, I was wrong. This is, next to ""Bloodsurf"", the worst ""horrormovie"" I have ever seen. Crappy actors, crappy technical output, crappy story and so on. The soundtrack though, isn't to bad. That is why I give it a 2 on the vote and not just a 1. And of course the cats are a positive surprise. By far the superior actors in this movie..... Do not rent or buy it. Stay away from it and hope that this horrible, horrible film will vanish to some obscure existence and not become a ""cult classic"". It most definitely do not deserve any recognition.",negative
"The movie uses motifs that could be plagiarized from ""Wait Until Dark"" (1967), a much better movie by Terence Young, starring Audrey Hepburn. ""Dead Silent"" is a pale paraphrase. There is nothing new here -- the hidden object in the doll, the bad men wanting it, the bad guy posing as a good guy. The disability, though, has shifted : Audrey Hepburn couldn't see, the child in DS cannot speak. But both stories hinge on the handicap. Where ""Wait Until Dark"" built up unbearable suspense, ""Dead Silent"" lets you guess the outcome, the story being such a stereotype.",negative
"Dear me... Peter Sellers was one of the most oddly talented actors there has been. But his choice of films, say, after 1964, was very unfortunate. He didn't seem to realize how to use his talents. He would have been better off working with more of the Kubricks of the film world than the people he did. Of his later films, only ""The Optimists of Nine Elms"" and ""Being There"" have impressed me of those I have seen.<br /><br />That said, the Boultings and Sellers had made a few films prior to this that hardly sound that bad - I have yet to see ""Carlton Browne"" and ""Heavens Above!"" - at least in the sense of using Sellers well to a degree. But, ""There's a Girl in My Soup"" really is a poor film and a dire choice on Sellers' part in terms of character. In his films from 1955-64, you can usually expect at least some very inventive twist and always an enigmatic conviction in his roles. Here, you have Peter Sellers trying to play a typical romantic lead. It's almost Sellers playing a Niven cad without the joviality. He certainly does not convince, try as he might, or create an interesting character. He should have left such parts to masters of suavity such as Cary Grant, and concentrated on those intriguing dramatic and comic roles that he was famed for.<br /><br />Hawn and Sellers really do not establish any genuine chemistry; this is no easy, genial romance of the like perfected by William Powell and Myrna Loy. It is very artificial seeming, all the way through - I know that it is part of Danvers' character that he is a dry procurer of ladies, but he doesn't really change from that in a way that convinces. Sellers has a very grating way of playing ""charm"" as well... this character really has no depth, and really does not gain the viewer's sympathy or interest. Sellers goes through the motions in a way one would not think possible when remembering the magnificence of his shifty, iconoclastic performance in ""Lolita"".<br /><br />There really is nothing to say about the plot, direction or characters, as frankly they leave little or no impression. This is truly one of the most anaemic, complacent, misguided and lightly dull films I have ever seen. A nonentity of a ""vehicle"" for Sellers' undisputed talents.<br /><br />Rating:- * 1/2/*****",negative
"I am a huge Rupert Everett fan. I adore Kathy Bates so when I saw it available I decided to check it out. The synopsis didn't really tell you much. In parts it was silly , touching and in others some parts were down right hysterical.<br /><br />Any person that is a huge fan of a personality of any type will find some small identifying traits with the main character. (Of course there are many they won't, but that is the point)<br /><br />If you like any of the actors give it a watch but don't look for any thing too dramatic it's good fun.<br /><br />I might also mention you can see how darn tall Rupert is. I mean I knew he was 6'4"" but he seems even more in this film. He even seemed to stoop a bit due to the other characters height in this. He is tall! I mean tall!!!! And for you Rupert fans there is a bare chest scene...WONDERFUL!",positive
"You know how sometimes you can watch a crappy movie with friends and laugh at all the shortcomings of the movie? Well this was beyond that. I bought the DVD at Tower Records because it was like $3.00 and I'd heard this was a movie you could laugh at. It is really nothing short of pathetic. About 30 minutes into the movie, my friends started asking me to turn it off. Around 45 minutes they begged me. After an hour, we compromised to fast forward to the end, so we could see how the conflict was resolved (and because we had been watching the whole time for Matt Walsh). Seriously, don't watch this movie. It is beyond painful.",negative
"Will some company PLEASE make a (good+) DVD of this film!??? Aside from being a wonderful film about relationships and friendships, ""Four Friends"" is the ONLY film I've ever seen -- And I have, literally, spent *years* of my life watching films! -- that captures the essence of the 60s experience (and I was there!): the idealism, the hope, the freedom, the confusion, the betrayals, and ultimately its upbeat but bittersweet denouement. And all of this is accomplished without being a story about any of the numerous upheavals of that era, although many are just touched upon... as part of the tapestry. But the story is primarily about the characters and their friendship over about 10~15 years... and that those survived and deepened, despite the tragedies of that turbulent decade. Absolutely a joy and must-see film... even if one's not an old hippie!!!",positive
"Central Airport is the story of a pilot named Jim (Richard Barthelmess) who has one bad flight in over 4000 hours and is forced to give up commercial flying. He meets a beautiful girl named Jill (Sally Eilers) and the two start up an act involving flying and stunts. The two start a relationship, but when Jim is hurt, his brother (Tom Brown) takes over the act for a while and falls for his brother's girlfriend. From there, things get exciting and terribly terribly sad.<br /><br />This film is a pre-code because of several reasons. First, Jim and Jill have consummated their relationship without being married and with no intention of having a wedding. Second, Eilers is shown in her underwear, and absolutely restricted scene when the Production Code came into effect.<br /><br />This film does not skimp on the dramatic love triangle and in consequence ends bittersweetly.",positive
Under no circumstances watch this film. It is terrible for a number of reasons:<br /><br />No plot No structure No direction No acting to speak of No visual style No tension<br /><br />In a word - no.<br /><br />Best thing about it the box and the fact it eventually ends. Who would have thought 85mins could feel so long.<br /><br />Once again: Under no circumstances watch this film. It is terrible.<br /><br />No plot No structure No direction No acting to speak of No visual style No tension<br /><br />In a word - no.<br /><br />Best thing about it the box and the fact it eventually ends. Who would have thought 85mins could feel so long.,negative
"Is this a good movie? No, certainly not. But for Jolie lovers it's must-have. Her non-polished acting and semi-nudity scene will please her fans for ages to come. The current rating however (3.2) is too low. The movie might lack a good storyline, and isn't a great sf-movie altogether but the acting is good enough (and like mentioned before, Jolie's acting is nice and raw), the movie is shot very direct, with a lot of close-ups. The scenery is bizarre. And last but not least, leaving van Damme out was a very good choice. Presumably, non of the Jolie lovers would like to see her having sex with him. This movie has all the potential of becoming a cult movie.",positive
"Saw this movie on its release and have treasured it since. What a wonderful group of actors (I always find the casting one of the most interesting aspects of a film). Really enjoyed seeing dramatic actress Jacqueline Bisset in this role and Wallace Shawn is always a hoot. The script is smart, sly and tongue-in-cheek, poking fun at almost everything ""Beverley Hills"". Loved Paul Bartel's ""doctor"" and Ray Sharkey's manservant. This was raunchy and crude, but thank god! Unless you're a prude, I heartily recommend this movie. FYI for anyone who likes to play six degrees of Kevin Bacon, Mary Woronov & Paul Bartel were in ""Rock & Roll High School"". Mary Woronov and Robert Beltran were in ""Night of the Comet"" together. They were all three in ""Eating Raoul"".",positive
"The fact that there are positive comments about Dan in Real Life on the IMDb just makes me realize that their junket staff are hard at work trying to get people to watch this utterly horrific film.<br /><br />I have no words, no idea where to start to describe the truly awful film I sat through last night - Dan in Real Life. Steve's characters in previous films led me to believe that I would feel something for his character and enjoy the dialog but like other posters I felt uncomfortable and embarrassed for the cast.<br /><br />The dialog was so contrived, the family was this cookie cutter Walton's family and the film has been so many times before that I am shocked someone thought it was an original idea.<br /><br />Do yourself a favor and take a pass on this terrifyingly bad movie and don't believe everything you read on the IMDb since the first comments were clearly written by folks sitting in a different theater watching a GOOD film.",negative
"I am still trying to determine whether the previous installment was worse than this one, or vice versa. Being that it is nearly fifteen years since I saw this film, the fact that I remember so little about it does not bode well. Perhaps it is simply because I only watched it once or twice, but I doubt it. If there was anything worth remembering about this film, you can rest assured I would remember it.<br /><br />At the time this film was released, the franchise was still entering its dying phase, so a lot of media coverage was allotted to it. It's never a good sign when teenie pop magazines contain explanations of the plot basics. One such article had to explain that Freddy was left too weak to infest the dreams of grown humans, so he decides to go after Alice's unborn son. So far, so good, but this is the job of the writer or the director to explain to the audience. It should not be left to some unrelated publication.<br /><br />Making use of the trivia given in part three about Freddy's conception, one could half expect scenes that would lift this joke out of the ""horror for infants"" category, but alas, that was not to be. It goes to show the sheer idiocy of the American ratings system that a piece of B'harni-esque garbage like this could get the same rating as a genuinely frightening piece like the original.<br /><br />By this time, the franchise could not attract anyone with an active career. Fortunately, or unfortunately depending on how you look at it, Lisa Wilcox was there to provide a quotient of competent acting. Or perhaps she just looks competent by comparison to the rest of the cast. Either way, given that her last role was in something called The All New Adventures of Chastity Blade, I doubt she really had anything else going for her. Even poor old Robert Englund has been in better productions than that in the past fifteen years.<br /><br />Given that box office returns were in a steady decline, and not just for this franchise, at the time, one would have thought that the studios would realize neutering their films does not make them more saleable. In fact, this particular film, like its immediate predecessor, was so neutered that not only did it fail to attract a new audience, both succeeded in alienating the core audience that originally supported the franchise. Despite this, part five must be given some credit for not having the bright, luminescent feeling that made part four so insulting to look at.<br /><br />I gave A Nightmare On Elm Street Part Five a one out of ten. By trying to appeal to everyone, or the MPAA's idea of everyone, it succeeds in appealing to noone. Like parts two and four, one could erase it from the continuity entirely, and nobody would notice the difference.",negative
"I was impressed by the beautiful photography in this film, which was shot on location in Alaska. Although technically a melodrama, we see lots of activities Eskimos are involved in, such as hunting, dancing, building igloos, etc. And their customs, such as offering their wives to visitors, are routinely in the story. The hunting sequences were sometimes from stock footage, as it was easy to recognize some rear projection scenes of animals, but even these were fascinating. Spear fishing for salmon, hunting for walrus, caribou and even a polar bear and a whale made it seem like a documentary at times. There was no cast listing, which reinforced the documentary flavor. The film-makers tried to make it seem very authentic, with the natives speaking only in an Eskimo language that was either translated by someone on screen or by intertitles. The introduction stated that except for the white traders and the Royal Mounted Canadian Police, there were no actors in the film, but this was not strictly true. The two leading characters, played by Mala and Lotus Long, were Eskimos by birth, but were professional actors with credits for earlier films and you could see sometimes they had makeup on. But they were excellent in their roles and they went on to have Hollywood careers. All in all, the film is definitely worth a look.",positive
"I found this film to be extremely homophobic... the main character doesn't know he's gay until he realizes that he likes Barbra Streisand and has a limp wrist!!! I was so offended that after the screening at the Toronto Film Festival, I went up and spoke to the screen writer to complain about this film. This is the sort of film that GLAAD needs to work to have banned.",negative
"Things to Come is that rarity of rarities, a film about ideas. Many films present a vision of the future, but few attempt to show us how that future came about. The first part of the film, when war comes to Everytown, is short but powerful. (Ironically, film audiences in its release year laughed at reports that enemy planes were attacking England--appeasement was at its height. Wells' prediction was borne out all too soon.) The montage of endless war that follows, while marred by sub-par model work, is most effective. The explanatory titles are strongly reminiscent of German Expressionist graphic design. The art director was the great William Cameron Menzies, and his sets of the ruins of Everytown are among his best work. Margaretta Scott is very seductive as the Chief's mistress. The Everytown of the 21st century is an equally striking design. The acting in the 21st century story is not compelling--perhaps this was a misfired attempt to contrast the technocratic rationality of this time with the barbarism of 1970. Unfortunately, the model work, representing angry crowds rushing down elevated walkways, is laughably bad and could have been done much better, even with 30s technology. This is particularly galling since the scenes of the giant aircraft are very convincing. This is redeemed by Raymond Massey's magnificent speech that concludes the film--rarely has the ideal of scientific progress been expressed so well. Massey's final question is more relevant now than ever, in an era of severely curtailed manned spaceflight. The scene is aided by the stirring music of Sir Arthur Bliss, whose last name I proudly share.<br /><br />Unfortunately, the VHS versions of this film are absolutely horrible, with serious technical problems. Most versions have edited out a rather interesting montage of futuristic workers and machines that takes us from 1970 to 2038. I hope a good DVD exists of the entire film.",positive
"This film isn't supposed to be funny, but it made me laugh.<br /><br />It isn't designed to be sad, but my heart felt heavy through a number of the vignettes.<br /><br />It isn't written as action adventure, but my pulse raced more than once.<br /><br />Just like life, this movie doesn't manipulate your emotions and tell you how to feel. It simply is, and you react.<br /><br />If you don't find it funny or sad or moving, I suspect that says more about you than the film.<br /><br />It amazing and refreshing to see a director so wholeheartedly celebrate that we are all human, and embrace that we are all trapped here, doing this ""life"" thing, over and over for as long as we must.<br /><br />Tomorrow is another day.",positive
"This movie is simply excellent. For some reason it wasn't a success at the box office in India. In New York, however, I have yet to come across a person who disliked this movie. This is definitely the funniest movie to come out of India. Everyone gives a good performance; Amir Khan; however, just takes over and puts the movie over the top.",positive
"One of my favorite movies. I like horses, I like happy endings, and I like Walter Matthau. I miss him and am glad to have a great film like this to remind me why he was so wonderful. Watch it with your kids (or your horse).<br /><br />The story of an old hard boot horse trainer with kids, and down on his luck. If you have ever had or appreciated horse racing you will appreciate the rags to riches storyline. It may be a little below ""Seabiscuit"", but not a lot. The story is the same one, except it is the quarter horse version. Well acted, correct racing terms and equipment, and nice racing scenes. Don't take my word for it, get it and make up your own mind.",positive
"I don't know anything of the writer's or the director's earlier work so I hadn't brought any prejudices to the film. Based on the brief description of the plot in TV Guide I thought it might be interesting.<br /><br />But implausibility was piled upon implausibility. Each turn of the plot seemed to be an excuse to drag in more bloodshed, gruesome makeup, or special effects.<br /><br />The score was professional and Kari Wuhrer seems like a decent actress but the rest was more than disappointing. It was positively repulsive.<br /><br />I will not go through the vagaries of the narrative but I'll give an example of what I think of as an excess of explicit gore.<br /><br />Chris McKenna goes to an isolated ranch house and pulls the frozen body of his earlier victim (Wendt) out of the deep freeze. McKenna had killed Wendt by biting a chunk out of his neck. Now he feels he must destroy the evidence of his involvement in Wendt's demise. (What are the cops going to do, measure his bite radius?) McKenna unwraps Wendt's head and neck from the freezer bag it's in, takes an ax, and begins to chop off Wendt's head. Whack. Whack. Whack. The bit of the ax keeps chipping away at Wendt's neck. The air is filled with nuggets of flying frozen flesh, one of which drops on McKenna's head. (He brushes it off when he's done.) McKenna then takes the frozen head outside to a small fire he's built. He sits the head on the ground, squats next to it, takes out some photos of a woman he's just killed, and shows them to Wendt's head. ""Remember her? We could have really made it if it hadn't been for you guys,"" he tells the head. ""Duke, you've always liked bonfires, haven't you?"" he asks. Then he places the head on the fire. We only get a glimpse of it burning but we can hear the fat sizzling in the flame.<br /><br />I don't want this sort of garbage to be censored. I'm only wondering who enjoys seeing this stuff.<br /><br />There's no reason to go on with the rest of the movie. Well, I'll mention one example of an ""implausibility,"" since I brought the idea up. McKenna has been kidnapped and locked in a dark bare shack. He knows he's going to be clobbered half to death in the following days. (He's literally invited the heavies to do it.) What would you do in this Poe-like situation? Here's what McKenna does on what may turn out to be the last night of his life. He finds a discarded calendar with a pin-up girl on it and masturbates (successfully). Give that man the Medal of Freedom! <br /><br />A monster who looks like Pizza the Hut is thrown into some unnecessary flashbacks. The camera is often hand held and wobbly. The dialog has lines like, ""Life is a piece of s***. Or else it's the best of all possible worlds. It depends on your point of view."" Use is made of a wide angle lens that turns ordinary faces into gargoyle masks. A house blows up in an explosive fireball at the end while the hero, McKenna, walks towards us in the foreground.<br /><br />Some hero he is, too. He first kills a man for $13,000 by bashing him over the head several times with a heavy statue, then a potted plant, before finally tipping a refrigerator over onto the body. (This bothers him a little, but not enough to keep him from insisting on payment.) Then, I hope I have the order straight, he kills Wendt by ripping out part of his neck. Then he kills the wife of his first victim by accident and blames the heavies for it, although by almost any moral calculus they had nothing to do with it. Next he burns the head honcho (Baldwin) alive. Then, having disabled the two lesser heavies, he deliberately blows them up, though one of them isn't entirely unsympathetic. And we're supposed to be rooting for McKenna.<br /><br />These aren't cartoon deaths like those in the Dirty Harry movies either -- bang bang and you're dead. These are slow and painful. The first one -- the murder for $13,000 -- is done clumsily enough to resemble what might happen in real life. It isn't really easy to kill another human being, as Hitchcock had demonstrated in Torn Curtain. But that scene leads to no place of any importance.<br /><br />Some people might enjoy this, especially those young enough to think that pain and death are things that happen only in movies. Some meretricious stuff on screen here.",negative
"As a Michigander, I got the Michigan jokes. Very funny - make fun of Pontiac, Ann Arbor, all those lame suburbs of Detroit. Yes, yes, I've heard these jokes a million times. I'll give them credit for accurately depicting the lameness of Grosse Pointe. It couldn't get more White. Did you hear those lovely Michigan nasal accents? Where the girls talk so fast you can't understand one word that comes out of their mouth (nose)...? As much as I love Michigan, I hated this movie. <br /><br />I have never met one person from Grosse Pointe that I liked. Listen to that awful live band and that annoying and horrid background music! What is that? One of your Gross Pointe homeboy's band? Probably. Wow, what a great ""Detroit scene"" you guys have over there. Funny how people from Grosse Pointe always say they're from Detroit. They're so White and rich, they wish they had something to complain about.<br /><br />Anyway, this movie blows. All the way from the lame jokes about girls in thongs to the terrible character development. Oh wait a minute, you mean the entire basis for a character is that he says the f-word a lot? What a deep personality. Great job, Grosse Pointers! And I love all the sexist lingo, like how the narrator calls the first girl who gets killed that we never even hear speak a ""naive b*tch"". That's really lovely.<br /><br />And those homemade masks with the Marilyn Manson contact lenses are really great. And I love how it made perfect sense as to why the bikers came by and killed people. And how their narrating master had such a obvious role in the movie... ?? The main boyfriend dude was so boring I fell asleep looking at him. The three idiot guys (or was it two or four? how can I tell, they all look and act the same!) were so desperately trying to make me laugh, but Beavis and Butthead already got out my butt humor laughs back in 1994. And what's with the gay jokes? No wonder this movie sucked - everyone involved must have some minor problems with their masculinity, eh boys?<br /><br />The only saving grace to this film was the main girl. Despite what the other people on here have said, she actually was a good actress. Teenage girls talk the way she talked. They really act the way she acted. Her acting was very natural and believable. I really thought she was a Grosse Pointe convenience store employee. .. maybe she is! And yeah she had big boobs, most the women here do. Michigan is the fattest state in the union, you know. In all aspects.<br /><br />So, those of you who think this is a representation of Detroit, it's not. It's the suburbs of Detroit. They are very White and full of aimless teen angst. Limp Bizkut, ICP (yes, ICP is from one of our suburbs) and $75 baggy khaki pants all the way! Lame rich kids who are mad because they have lots of money and nothing to complain about. And they make bad movies, too.<br /><br />",negative
"Contains Spoilers<br /><br />But if you weren't dropped on the head as a child and then used as a football then you'll agree with me that this is one of the worst and yet hilarious series ever made. Centreing round a woman who as a young girl was beaten by her father who also killed her mother, she spends her time drawing, but wait for it, then she becomes her superhero drawings and goes on to fight crime, therefore being ""drawn by pain"", so clever. The story itself is actually OK, but it's just how it's done, Jesse the writer and director has no idea how to write a script, just listen to a monologue featuring the 8 year old version of the hero and it sounds like it was written by a 30 year old man, while her dad, who sports a great moustache, just walks around the house all day while looking angry, just showing how bad the characterisation is, especially the bit where he gets angry in the first episode and begins repeating the phrase ""no more"" while holding his wife's head before killing her using the marble work surface. The following bang sound effect and just his terrible acting as all he can convey is angry just is brilliant, including after where he goes to beat his daughter using his belt which is all done with him moaning and looking angry in slow motion. The episodes themselves could contain easily a good clean script ranging over 5 minutes, but oh no Jesse doesn't want this. Little Jesse, is shitting out post modernism as if he'd just eaten Donnie Darko and then douched himself to death. Pointless camera jerks, all at weird angles, overly repeated lines and even pointless sequences just muddled up every now and again to fill the overlong episodes. In conclusion the idea isn't bad it's just how it's done, also there is a great character of a fat guy on a bench who doesn't come up enough and is great, i just wanna hug his Lil chubby cheeks cause they look so soft. The character development is non existent as the main character just says the first philosophical sounding thing that comes to her head although they all contradict one another. But all in all, mainly s**t<br /><br />Indiana Jones 4 however is much better, Type ""Jeeharv"" into you-tube as well, the results may make you weep at the beauty of the world also you'll hear a lot of cheap sex jokes, mostly gay ones.",negative
"You Are Alone is a beautiful, almost delicate film, smart directed, crisply written, with two complex and riveting performances, and a twist of an ending that no one will see coming, but will make you want to see the film a second time to go back and catch up on all the clues you misread.<br /><br />The story, about a highschool girl who drowns her depression and awkwardness by working a few hours a week as a $500 an hour ""schoolgirl"" escort, and the depressed next-door neighbor who discovers her secret and hires her for an afternoon call in a downtown New Haven hotel, features breathtaking performances from both Jessica Bohl, as the girl, and Richard Brundage, as her neighbor.<br /><br />Bohl as Daphne gives a breakthrough performance on par with Maggie Gyllenhaal in Secretary. She so captures a teenager's angst of growing into her own skin, and when she talks about always being in control, you start to realize she's not in control at all, but in danger of going over the deep end, which I guess in a way she does.<br /><br />Brundage as Buddy is depressed, angry, heartbroken, a shell of a man. But it isn't until the film's startling conclusion that you grasp a full comprehension of his pain.<br /><br />After a very brief opening segment, which will hook most independent film lovers, and have the religious right running towards the exits, we are brought into the hotel room. At first you're not sure about these people, or the film-making style. Shaky, annoying...like the characters. Until you realize their back story, told in short flashbacks. They're confrontational at first for a reason, and so is the camera. But as they open up, as the story settles down, likewise, so does the camera. And, I don't know, 20 minutes in, give or take, you find yourself unable to take your eyes away from the screen.<br /><br />Having just seen the world premiere screening at the Brooklyn Film Fest -- where the director asked the audience if anyone expected the ending and not one person answered yes  I almost wish the film were already on video so I could watch it again. Because thinking back now on some of the conversations in the film, particularly a very candid dialog regarding fantasy and climax, I really thought things were going in a very different direction. But I realize now so much of their conversation meant something completely different than what I imagined. I need to see it again!!! But as dark and sexual as much of the talk is, blunt to say the least, I found myself laughing more than I might have expected at some of its candor, which definitely falls into the ""things we think, but lack the nerve to say out loud"" category. It's very blunt, especially when you realize so much of it has a completely different meaning. Some of it will make you uncomfortable, especially if you're watching You Are Alone with a partner. You'll definitely have something to talk about  perhaps argue about  afterwards. Perhaps it should come with a warning: You SHOULD be alone when watching! The music is amazing. I would have come home, and purchased the soundtrack at my favorite online music store if I could have. The film looks as good as anything shot on film. After the screening director Gorman Bechard was asked what sort of process he used to get the digital footage to look so good. His answer: none. They couldn't afford it.<br /><br />I have to give Bechard credit. I am a big fan of his two shorts, The Pretty Girl and Objects in the Mirror, but even they could not have prepared me for the complexities and surprises of this film.<br /><br />To everyone involved: bravo.",positive
"I understand there was some conflict between Leigh and the great Maggie Smith during the filming. Understandable when you put one of the world's greatest actresses of all time (Smith, of course) with one whose performances seem to get worse with each subsequent film.",negative
"Dead Man Walking, absolutely brilliant, in tears by the end! You can not watch this film and not think about the issues it raises; how can you justify killing (whether it be murder or the death penalty) and to what point is forgiveness possible (not just in a spiritual way). Don't watch this film when your down! But WATCH IT!!!",positive
"Yay!... I think. It's hard to say. It's hard to have an emotion about a movie that has no emotion. This movie is as sterile as a surgeon's scalpel. For a setting, it has a few stone pillars, some stone seats, a couple stone crosses and some stone actors. They have no emotion! The only thing that saves this movie is the fact that it is Hamlet, and Hamlet is a terrificly written piece of literature. The dubbing really wasn't all that bad though. The voices stuck true to the dull, gloomy, dreary, life-sucking atmosphere the movie gave forth. I have seen this version of Hamlet on the fabulous Mystery Science Theater 3000 three times, and each of the three times, I was on the brink of turning off the TV, despite it being MST 3K.<br /><br />Not an uplifting production of a drama that deserves so much better.",negative
